C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_312.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_312.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_312.jpg, 0, 0, 0, 7.750079E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_415.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_415.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_415.jpg, 0, 0, 0, 7.827648E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_516.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_516.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_516.jpg, 0, 0, 0, 7.836592E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_617.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_617.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_617.jpg, 0, 0, 0, 7.819243E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_717.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_717.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_717.jpg, 0, 0, 0, 8.087287E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_818.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_818.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_818.jpg, 0, 0, 0, 7.833242E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_54_919.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_54_919.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_54_919.jpg, 0, 0, 0, 8.153572E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_023.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_023.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_023.jpg, 0, 0, 0, 7.854035E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_125.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_125.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_125.jpg, 0, 0, 0, 7.873282E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_229.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_229.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_229.jpg, 0, 0, 0, 7.887292E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_329.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_329.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_329.jpg, 0, 0, 0, 7.887583E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_431.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_431.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_431.jpg, 0, 0, 0, 7.808338E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_531.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_531.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_531.jpg, 0, 0, 0, 8.277999E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_633.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_633.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_633.jpg, 0, 0, 0, 8.099328E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_737.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_737.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_737.jpg, 0, 0, 0, 7.890168E-05
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_839.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_839.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_839.jpg, 0, 0.179833, 0, 0.07267891
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_55_942.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_55_942.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_55_942.jpg, 0, 0.4894989, 0, 0.5289086
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_56_044.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_56_044.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_56_044.jpg, 0, 0.7834653, 0, 1.306352
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_56_146.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_56_146.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_56_146.jpg, -0.2039672, 1, 0, 2.455479
C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\center_2019_06_19_09_33_56_248.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\left_2019_06_19_09_33_56_248.jpg, C:\Users\ctrill.JLRIEU1.001\Desktop\data\IMG\right_2019_06_19_09_33_56_248.jpg, -0.5078263, 1, 0, 3.612811
